commit_hash,project,claude_ans,split,qualidade,commit_message,commit_message_len,diff_len,diff_lines
727cc292bf5385153b6298445437587146961321,neutron,Provavelmente sim,train,52,Configuration of multiple VLANs on the same Nexus Switch Interfaces,67,2460,47
74f0b74b55c97dda1ffd84a6fcab3f7c6478b50f,neutron,Sim,test,82,"""Remove start index 0 in range() Remove the useless arg (""""start index"""" = 0) in files, since its default value is 0, to make code cleaner.  Fixes bug #1259560  Change-Id: Id595630f97b21cc84aefc39b31e7f09f5fb8deb9 """,215,9325,179
758666d89ce675e503aebda671f54961b6f2b489,neutron,Sim,train,82,Allow router route update in XML. Fixes: bug 1198188  Router updates of routes in XML format fails. This patch fixes that problem. It also executes unit tests for XML-based requests to update router routes.  Change-Id: Ie65e889a29a3ca9242593d51587de60c8d97e055,260,1060,24
7599d9d0526e22977caf6de13c751884a5d8f2f5,neutron,Sim,train,82,Fix ml2 & nec plugins for allowedaddresspairs tests Enabling the allowedaddresspairs tests uncovered that update_port() was not returning the expected updated port info (still contained original info).  Change-Id: I88f252e1348d272edd114fbee69e2309d3740213 Closes-bug: #1255150,276,4633,91
764eca55d1b206c3c3af3fb69734965dbe23d0bd,neutron,Provavelmente sim,train,35,adding utility functions to create dictionaries,47,2009,57
76eef0200a7c9ff357ca48c2a1e172a2ffd2f728,neutron,Sim,train,62,Ensure that correct root helper is used Fixes bug 1105193  Change-Id: Iaaf0b3687c410f5dbfa152d601ae3b2492a610dd,111,1941,50
7753ce5fc3e489857e785dac08c951d32050f8d5,neutron,Sim,test,78,"Use assertEqual instead of assertEquals Closes-Bug: #1218185  For unittest, assertEquals is deprecated in py3, use assertEqual instead.  Change-Id: Ia71b51a0f2625aec5fb4644853a79c2ea80a799c",189,1315,30
7886ee494df1757d8c6ccbc5af106d68830ecc01,neutron,Sim,train,62,Fixing the extensions URL to 1.0 and pep8 error.,48,1861,39
78aa12567d226fe73df483d75e0d1980e6d3625e,neutron,Sim,train,85,"Fix FWaaS plugin to allow one firewall per tenant The reference implementation of the FWaaS iptables agent/driver supports only one firewall per tenant in Havana release. However, the FWaaS plugin will let you create more than one firewall. This is being fixed in this patch to not allow creating the second firewall if a firewall already exists for the tenant.  Change-Id: I8f1cad9791723ba919b5774a63982c204686ddfe Closes-Bug: #1228442",436,4455,93
7920bd9f882d99d12379a47d6c5569fdf15f7074,neutron,Provavelmente sim,train,62,Improve readability for nvplib error messages. Fixes bug #1189683  Change-Id: Idaf8e072291af2f08df6a502f1d87ee350aab0af,119,2411,57
79e4c3e7584d131e51236f438aaa15350847f9d8,neutron,Sim,train,85,"""Quiet down a large log file heavy hitter. This line of code serialized the python structure for the device and throws it at the log file.  The string is about 90K characters, isn't very useful and we found that it takes a very large amount of space in the log file causing them to grow very quickly and fill our log disk.  This change extracts the device name (e.g.  """"tapcdc07af9-8a"""") and uses that in the log message.  Change-Id: I240eb811445752407583f0fb322ce061acb293b9 Fixes: Bug #1200321 """,497,581,11
7abd09ba639180a177cb5fd7673e59084d06c4fc,neutron,Provavelmente sim,train,52,Fixes typos in midonet_lib.py Fixes bug #1212898  Change-Id: I688de064947b0079153bd3c5e5376e8b16a7d5c1,102,3071,58
7ad5d9b093ae4bc8bf132d0ddc422a26749ca057,neutron,Sim,train,62,"Introducing the tenant owenrship checks in the Cisco plugin, changes are almost identical to those in Bug#942713 Change-Id: Ia320116e73db72090d925796bb2c832f31f878de",165,5574,123
7b215b44d8c19c1ca5172c78b8ea7963bcad1b75,neutron,Provavelmente sim,train,35,replace exception handler by using cisco_exceptions,51,5513,126
7bbd215da8ba8877d134c994c72dcfbdcd0a664a,neutron,Sim,train,85,Remove calls to policy.check and policy.enforce from plugin code Completes blueprint make-authz-orthogonal  This patch removes a few explicit policy checks recently added to the plumgrid and cisco plugins. They are not necessary as the same checks are already performed by the policy engine.  Change-Id: Ie99f5fa6ad4a9568b050827bc479a62dd40e18ac,345,3709,82
7beec04415b96626534ee17cff7a130b1881b6ea,neutron,Sim,train,85,Allow tools/install_venv_common.py to be run from within the source directory. (Copy latest update from oslo)  Not doing this raised exceptions when it tried importing modules that didn't exist in the path.  Fixes LP# 1116269  Change-Id: I3e2ed3ac96b51ec89def911054720d11bbcd9407,279,455,15
7c297273045b56395098db9de21f8e44c2939bf6,neutron,Provavelmente sim,train,52,"""Fix for bug 877525 We now have a verbose flag (-v) for run_tests.sh if you want ot see all that crap printed to the screen.  The default behavior is just to print """"test nam .. OK"""".  Also, we took the code from nova to cat run_tests.log if there is a error so that if we hit an import error we will see it in the console jenkin output.  Change-Id: Id8997c658a61691bf9f25b1c01e6a5db0eca428f """,393,1456,53
7d11fe01f1ae815dae7ac8b17c1dae16684bb207,neutron,Sim,train,60,Changing exception name to QosNotFound.,39,2475,52
7d44629c2e8003f5bbb87e9b697eec54b4cce793,neutron,Sim,train,62,Replace a non-existing exception Closes-Bug: #1242662  Change-Id: Ie44023c0fd9ba1373ec6e62d9245884b9f719b7e,107,988,26
7dddca7ebd04d400436c3124220c0602a9a13482,neutron,Sim,train,72,Fix logic issue in OVSQuantumAgent.port_unbound method Fixes bug 1173463  Change-Id: If2978fc4c38304667f6910085cb220491d236a11,126,994,20
7de8e37d83db20360ea950dba8c6c0d827aee94e,neutron,Sim,train,72,Ensure allocation pools are deleted from database Fixes bug 1091946  Change-Id: I4330f7a81e4745d5885d58fe7c8a010d18a8e004,121,1230,24
7e2622c2fc89611a34c242792f46572545bcdffb,neutron,Sim,test,92,"""Enhance exception translation to better handle NeutronExceptions NeutronExceptions have a 'message' class attribute that holds the generic error message template, e.g. """"Network %(network)s not found"""", unfortunately, because the names are the same, it was overshadowing the actual exception instance 'message', e.g. """"Network 1 not found"""", after translation when the exception was serialized to JSON.  This patch puts the exception's actual message in a new field called 'msg' and overwrites NeutronException unicode() so that 'msg' is used during serialization and we'll get the correct message on the REST API response.  Fixes bug: #1212882  Change-Id: I3965bffb1c2c2eee0af440d1ecd30ccb3bb958d5 """,701,3195,68
7e8f06d6ccc4f61a356ff1743e8ee43f8419f277,neutron,Provavelmente sim,train,35,Now REALLY using in-memory db,29,2462,78
7ef087eb66f1c1ec8e3359aedc11f22d385dcd7b,neutron,Sim,test,85,"Add error log for SystemExit in dhcp-agent The SystemExit exception should be logged in dhcp-agent, the operator may miss the useful exception messages to debug.  * Add error log for SystemExit in dhcp-agent. * Add addCleanup(mock.patch.stopall) in setup() * Remove teardown() * Add unit test for None and nonexistent interface_driver.  Closes-Bug #1239030  Change-Id: I01bef69adecaaf8d8a919034d33c60a43e4469a7",410,2863,66
7f08e166199ef7b8f74bb9c2d40012ff9b9211dd,neutron,Sim,train,82,LBaaS: pass the complete healthmonitor object to driver Fixes bug: #1208372  Change-Id: I72198446f4de3907d92fc9c2bbdb403cf2e87341,129,2148,44
7f21283ef36eadd5e600f08e5572580f11d06a7c,neutron,Provavelmente sim,train,52,Fix issues with db pooling Fixes bug 1157045  In addition to this a cast is used instead of a call for the report update.  Change-Id: I1b0ea5b18b3d75dc3d047975b234275420af189c,175,4819,100
7f900006fe4a67c0f650ffacdc7178606145dfc1,neutron,Provavelmente sim,train,52,Fix syntax error in nvplib Bug 1083379  Change-Id: I906be569b72506df5729e547407a204739c36305,92,1084,23
7fb19f22ce31c1023568cdd6ba9e5b35b15f5cf9,neutron,Sim,train,62,Porting shell script get-vif.sh to python module get-vif.py for cisco ucsm module,81,1600,43
811a23275da1d35b6ea7dce81ea3d6ac219f42b9,neutron,Sim,train,85,"Fix incorrect usage of assertTrue() The usage of assertTrue() is incorrect, more explicit assert from the unit test suite(like assertIsNotNone or assertIn) should be used instead.  Fixes: bug #1217028 Change-Id: I30a80bc9e122d28c22b698e0cb97068c1040bfc3 Signed-off-by: Rosario Di Somma <rosario.disomma@dreamhost.com>",317,8214,159
82113467f8872e14306e8ef49a672fccb99f6a37,neutron,Sim,test,85,"Fix OVSQuantumAgent.port_update if not admin_state_up self.agent does not exist. Use self.plugin_rpc, not self.agent.plugin_rpc.  Change-Id: Id472c07f5a16891c040cc1afdcb457e1ef81beed",182,881,17
825c00b96f049f39278d794a0e4968edce8abce6,neutron,Sim,train,85,Ensures API v2 router does not load plugin twice Fixes bug 1020024  The router will simply use the QuantumManager which stores the instance of the plugin being used by the Quantum server. Changes to unit tests are for ensuring plugin instances are recycled across tests.  Change-Id: I339a40ee6fef74d938245e9c50c7ed695d866e3b,324,4034,98
83ce89f471d887ec9e3aa48c26ffe0d88a1957b1,neutron,Sim,train,82,"Set wsgi logger to use __name__ Although underneath this is the eventlet.wsgi.server server, Other OpenStack projects, don't use that logger instead they use there own.  This will also mean the wsgi server will stop logging on just the warning level.  We want wsgi server to at least log on info level so it will log when a request is processed and what the return code is.  Change-Id: I96fd73b84b4550f85ad96030fea815376901813a",427,556,15
84d6be4253398dd9516c71788f526806cb217845,neutron,Sim,train,78,plugins/ryu: l3 agent rpc for Ryu plugin is broken Bug 1089221 This is the Ryu counter part of https://review.openstack.org/#/c/15619/ Change id of I60f3081975fc7164b22f9e9fa941e702a3f4c663 Change set of 36e71eb1d2136795817ead27e1d9fa0ce65f6e  Change-Id: I43878517a79bf47d42d0e71e8af59d11a4278280,296,784,21
8501e9d48dd29e0b0ddc5e5297365922e4946171,neutron,Sim,train,88,Sync latest install_venv_common.py with olso This patch syncs with oslo change set of > c78b2ab Avoid using cfg in install_venv_common  So that oslo-config isn't needed to run install_venv  Change-Id: Ia7ee923a53e09c0c6a525294ec4a5dc9d31c3bed Fixes: bug #1131009 Signed-off-by: Isaku Yamahata <yamahata@valinux.co.jp>,317,2379,68
86617741bcbe040cc95f1fb733525895725279b3,neutron,Sim,test,85,metaplugin: use correct parameter to call neutron client Use region_name instead of auth_region.  Change-Id: Ia4640f282de6d781f4f2d5b35da93afa4a88b6bb Closes-Bug: 1252982,170,1194,26
86b660023c1073715940d45e1429323e17ac9ddd,neutron,Sim,train,90,"Delete useless and wrong comments in NEC Plugin This commit deletes useless and wrong comments in NEC Plugin, and adds _clean_nec_ini() to Cleanup to make sure it is called.  Fixes: bug #1208716 Change-Id: I5c7950617cdf5d66f5f5cf3334bf2d5e617148eb",247,1381,31
86c36e073dd31cfee4b9c8e6cddacf8b1c7d19dc,neutron,Sim,train,82,Add control_exchange option to common/config.py fixes bug 1062517  Follows the instructions in the openstack/common/rpc/__init__.py and defines a control_exchange option.  Change-Id: I92c50e1aea44954b2c9d62db1df536b9044b6951,224,640,17
877a4773d8fde06e507365cda3f622c62900f28e,neutron,Sim,train,72,Avoiding deserializing body multiple times with several parameters,66,2198,47
878176565c540cb987eaf73b760f6840adc0ff2f,neutron,Sim,train,62,Adds test scripts for _validate_values Shortened _validate_values logic Wrote unittests for _validate_values  Change-Id: I0f947d20b73aa96524121257784f9ba42489e477,162,1584,42
87dbc61c3460c981515e4ae1ca18ab54e069d790,neutron,Provavelmente sim,train,40,"""The relative path for the """"ucs_inventory.ini"""" file has been fixed Change-Id: I38053df8b398e3fadcc6820c1118b3685ccd4174 """,123,2137,38
885cc41ff033a24191e93d40cd39d858e108f1d8,neutron,Sim,train,92,Fix race condition in dhcp agent This patch fixes a race condition that can happen in the dhcp agent when a subnet is created and then a host route is then immediately added to that subnet following a subnet.update.end notification. The race condition occurs in refresh_dhcp_helper() where self.enable_dhcp_helper() gets called twice since the first call had not completed self.cache.put(network). This same race condition can also occur in the other events so lockutils.synchronized() is added to synchronize those code segments as well.  Fixes bug 1155748  Change-Id: I2ff52adc3dfebddd6d9c15d5dc79aa65be107179,611,2816,63
8894997fd059661813b995c6a3f408250af57baa,neutron,Sim,test,78,"Bug #1007153 XS should not have the centos repo enabled by quantum this can break the system, also is possible to get the sqlalchemy from epel and avoid unneeded packages on the system.  Using epel rpm and leave it disabled after use  Change-Id: If6673e59afc545e51df3625d8259ec3fca9aaefb",287,871,23
88dc6ea2eb99aa184eec5873218f3ab491abbfd1,neutron,Sim,test,82,"""Prompted error message is not correct for PortNotFound When deleting a non-existing port, the error message would be """"Port XXXX could not be found on network None"""" for some plugins. """"network None"""" is not correct enough here.  Fixes bug #1203631  Change-Id: Ie5d1ec99a2726ff3fec07f83f83a12d24613ae57 """,305,5600,122
88fab71350100ba544a0002780239042977df246,neutron,Provavelmente sim,train,62,"Let OVSQuantumTunnelAgent sync with database In daemon_loop, db.commit() is required to fetch updated network status. Without this, ports are stick to DEAD_VLAN_TAG.  Change-Id: I1a951d60eb75384676309e8db29ea7baa48055bc",219,758,17
891cbe3f48ca226ed670d1abbbf0b46af00dd46d,neutron,Sim,train,85,sql_dbpool_enabled not passed to configured_db nvp_plugin Introduced in 7b5f6fd6. Fixes bug 1095856  Change-Id: I34cca7cb489013b033a7426b37bbf9989f87e7ec,153,1336,27
893e10b0add63b364eb6d92715967c45028fa692,neutron,Sim,train,72,"""Updating address pairs with xml doesn't work Below command can't work because list element """"allowed_address_pairs"""" hasn't been updated into the varaiable """"attr.PLURALS"""" """"neutron port-update <port-uuid> \ --allowed-address-pairs list=true type=dict \ ip_address=10.0.0.1 --request-format xml""""  Change-Id: I0d7dcca5f4848bc968f5c86fbeb46569c70c8fcd Closes-Bug: #1229954 """,375,1515,36
8c416e8dc3cc20f3f16c72bbec289b13e0de5d40,neutron,Sim,train,85,LBaaS: throw proper exception on duplicating monitor association Fixes bug 1208728  Change-Id: I6cf27766eedff34a6ed5062a50b049ab0a5bf96a,136,3062,63
8c87db4c6ec09754c2f7d34547019ca6f94acfe2,neutron,Provavelmente sim,test,62,Log message missing parameter causes exception Fixes bug 1037545  Change-Id: Ica6109d676c23ff2e9469ca2ea5441550ff9afc2,118,624,14
8cf394b896e3644ff51edf6a0d462501fb6e6843,neutron,Sim,test,92,"Delete DHCP port without DHCP server on a net node A DHCP-network was deleted from one host using neutron dhcp-agent-network-remove and then added to another host using neutron dhcp-agent-network-add command. While the dhcp-agent-network-remove command was in progress, the host crashed.  As a result, the removal of the DHCP-network was partially done. The network was disassociated from the agent in mysql. However, the agent never made the release_dhcp_port RPC call to delete the port -- even after the agent restarted. The end result is that there are two DHCP ports for the same network. One of these is found on the host that is no longer hosting the dhcp-server.  This fix make the DHCP agent invoke the release_dhcp_port RPC call on a stale network whose dnsmasq process is not running (not active). Before this change, the RPC call is made on a stale network only when the dnsmasq process is running.  Closes-Bug: #1244860 Change-Id: Ie0bafdac698810b5455550c306c6a75ddf91d9bb",985,2387,51
8d88ee7411d43f148b45d0a145fe32a75765a3ac,neutron,Sim,train,95,Avoid race with udev during ovs agent startup After taking down the veth link between the physical bridge and the integration bridge call udevadm settle to wait for any udev events to be completely processed by the operating system before recreating the veth pair.  Some distributions (e.g. openSUSE) have udev rules installed by default that call e.g. ifdown <interface> during the remove event. If that is processed after the ovs agent already brought up the veth pair again the veth pair's link will be down after the agent completed startup and networking will be broken for all VM instances.  Change-Id: I95520ea96a9804c5261a0c994bbca137535cc37c Closes-Bug: #1218556,671,4206,71
8e74cf060abd812071a8d6841d9029a69f6a40ad,neutron,Sim,train,85,"Fix visual indentation for PEP8 conformance. Corrects misindented continuations (PEP8 E127, E128).  The run_tests.sh script's PEP8 pass (with current 1.3.3) was reporting under- or over-indented visual continuations in a handful of files, all of which are fixed with this trivial patch.  Change-Id: I19388dc0011546abe65b37d31df02debb3676003",340,2602,51
8f02b4a7f5cb596295d42715486b0e1ef2359595,neutron,Provavelmente sim,train,52,Sync latest gettextutils from oslo-incubator Pull some necessary changes from oslo for implementing user-locale-api  partially implements bp user-locale-api  Change-Id: I6ac57e094e155760129e8df0e60bc7f2968aa439,210,2319,64
8faa5f076bc8c7906d8d987931b7c817acfcbe8b,neutron,Sim,train,92,"Handle IPAddressGenerationFailure during get_dhcp_port If a network/subnet is deleted while the dhcp agent is trying to get/create a dhcp port for that network, the exception will be raised because no IP Allocation Range is available.  However, this particular failure mode causes just noise, because the dhcp agent can cope with it without problems.  A follow-up patch will deal with the other exception traces during create_dhcp_port  Partial-bug: #1253344  Change-Id: I7fe35455ce905daa22ff96367e120864a7d3fb92",512,1572,29
902dc88b4c511859f164fed4c4ac8ce0c60b09ee,neutron,Sim,train,90,"Replace assertEquals with assertEqual The method assertEquals has been deprecated since python 2.7. http://docs.python.org/2/library/unittest.html#deprecated-aliases  Also in Python 3, a deprecated warning is raised when using assertEquals therefore we should use assertEqual instead.  Fixes bug #1221601  Change-Id: Id502cfbc210c6c3fe0a256d5350e159ffa220141",358,1692,41
90b1fb080675f43c661919f21d03d49633ab5ca5,neutron,Provavelmente sim,train,20,Fixing port-related calls,25,2176,39
911f233dc5b148ae092f4ea584f3547f9e61d610,neutron,Provavelmente sim,test,35,Make the openvswitch plugin tests work again Change-Id: If715d4821b8e689fe836fe2afd12aaa7c3b73468,97,3752,82
914117c18e349e24719a3bbdb3b3239e40bbbfdd,neutron,Provavelmente sim,test,18,Updating to fix some SSL issues,31,2001,52
915f49de82065a2db474893ca1c69d22a8490af7,neutron,Sim,train,72,Fixing bug/903829 Making setup_server.py not try to install quantum.conf.sample Change-Id: I105e53494cd220f8a0f2b22f7ec15640a04ba2dc,132,492,13
91bed75c6aecf4d1be375e3bbe74553be08074a6,neutron,Provavelmente sim,train,52,Ensure unit tests work with all interface types Fixes bug 1167520  Change-Id: I42ed3a5718d771924caffba3f58340e7f1d2e2ad,119,2753,52
921f203f4906a3b566f5a58471a55a4eedfc939c,neutron,Sim,train,88,"L3 port delete prevention: do not raise if no IP on port Bug #1104337  This patch alters the prevent_l3_port_deletion logic. PortInUse is raised only if the port has a device owner in (router_interface, router_gateway, floatingip) and an IP address. If no IP address is found on the port the port itself can be considered stale and therefore deleted as any association with l3 entities would be void.  Change-Id: I9d711b2a9d2cbcc8be481f1751f51fe5b9f01327",454,2747,52
92b4c34e05770e8b3c31459158a018bdd5449c3e,neutron,Provavelmente sim,test,52,Allowed Address Pairs support in NEC plugin Closes-Bug: #1230184 Change-Id: I84d4dda9f88f7bbb524e173b0274db013f69b7e3,117,5107,107
933259f67520d092d4a29d5287d823f3b08e44c3,neutron,Sim,train,72,Docstrings formatted according to pep257 Bug #1020184  Removed H404 from PEP8 ignore list.  Change-Id: Iabc75281c5d92c5b399c24c9b65aca139f204b0a,144,814,16
9335ffd7c3eaad0d66d7d19e7760ae12476a5ea2,neutron,Sim,test,85,"Fix unable to add allow all IPv4/6 security group rule Previously, if one tried to add a rule to allow all ingress ipv4 neutron would respond that the rule was already part of the security group. This happened as the filter for querying existing rules uses a wildcard for remote_group_id thus returning a false match. This patch addresses this issue.  Change-Id: I0320013a3869d25fb424995354721929465d2848 Closes-bug: #1252806",425,3819,71
9343c44818ba8b472903973bfd190e478062ef83,neutron,Sim,test,72,Add check for cidr overrapping for adding external gateway Fixes bug 1053633 Also add check for cidr overrapping between external gateway and interfaces  Change-Id: I5bfb2fd96ea467b63e940893979a912caf550deb,206,4949,99
93c7147bdb677e30a5564088c18c4b763fd588c4,neutron,Provavelmente sim,train,62,"""Ensures that the Linux Bridge Plugin runs with L3 agent Fixes bug 1048968  1. The external interface for the linux bridge will be created at run time. The configuration parameter external_network_bridge should be set as empty. That is, """"external_network_bridge = """". The link between the network and the physical interface should be done via the provider network parameters. 2. The plug operation for the linux bridge replaces the interface name prefix with tap. We need to ensure that the prefix length is 3 characters.  Change-Id: Ib8e26bc1f603a1aff9560b4a40110a6824db5921 """,578,805,22
93ee2838a2937e346e78c2e3ee21f5fed478d66f,neutron,Sim,test,82,"Remove the reference to non existing exception by linuxbridgeplugin. Bug #1006221  According to plugin api of QuantumPluginBase, unplug_interface should only raise exception.NetworkNotFound and exception.PortNotFound. To unplug a non-attached port should not raise Exception. After this modification, to unplug an non-attached port will have no impact. In addition, I remove the 'network = db.network_get(net_id)' since  'db.validate_port_ownership(tenant_id, net_id, port_id)' statement has taken care of the check.  patch 2: split test case to test it exclusively compared to patch 1. patch 3: remove added test statement in previous test case  Change-Id: I437c3f13fa7a81aeabcdfca7ba03e94a0a7aa32b",699,4775,93
94a068b424dcbbf754a3c56134abd77a60d49777,neutron,Sim,test,90,"Testcase of listing collection shouldn't depend on default order of db query When adding sort feature for quantum, found some testcase of listing collection depend on default order of db query. Fix those testcase for ports, networks, and subnets.  Change-Id: Ifefb80dc4a20e27b861c693226b967947bac1a5a",300,4729,86
94e46173aa9d50ee09406f793f7cb10be4d3172c,neutron,Provavelmente sim,train,35,fix bug 817826 and similar error in batch_config.py,51,1420,35
94e486168e383600d9c5234c7b0c3874884aad1e,neutron,Provavelmente sim,test,72,"Ensures port is not created when database exception occurs Fixes bug 1064261  The port creation code did not correctly treat a database error. That is, if there was an exception the port would be created and an error returned to the client.  Change-Id: I6cf36d1c641b46716afb16f228b8daa631099a5d",294,1828,40
955a966b0b616cca58242ea2841f23f868be058e,neutron,Sim,train,90,"Fix to enable delete of firewall in PENDING_CREATE state Firewall will in PENDING_CREATE state if there is no underlying router in the tenant. When the router and an associated i/f is created then with a sequence of msgs it is set to ACTIVE state by the plugin. If a delete is triggered when in PENDING_CREATE state in such a situation, the msg was ignored - fixing this to account for the fact that a delete makes sense in this situation so the agent sends the appropriate msg back to the plugin so it can delete it.  Change-Id: Id1db0a8413fd815b518fe4dc57fc6277c09e7f00 Closes-Bug: #1223478",592,2861,54
956b8739aea1a0aba4227e15a449fd5d0dffa96b,neutron,Sim,test,78,reference quota options in lowercase QUOTAS section have been renamed to quotas so reference quota options in lowercase.  fixes bug 1182772  Change-Id: Ia08cb51deacc26620e512020b6a3c3b67185ec34,193,498,13
95f764499402466edbe1528307da8fa92ee2215b,neutron,Provavelmente sim,train,52,Fixes setup scripts for quantum plugins. Fixes bug 917630.  Change-Id: I3cf66acf46bcfc83755b572756896032cb6a11d1,112,3061,112
96adb2a6c255f96e9d82c86ec37072c30aec021c,neutron,Sim,test,85,"Default to not capturing log output in tests Viewing log output while tests are still running can be useful for debugging, but log output was previously always captured.  This change ensures that log capture is off by default, but can still be enabled by setting OS_LOG_CAPTURE=1 in the shell environment.  testr invocation is unchanged and will continue to capture logs by default.  Change-Id: I9d0fb648541280cacfebb47f67f608378ae66ef3",436,1318,31
96e0eb23a458f068f540d98132ee261053c45585,neutron,Sim,train,88,"""Raise an exception if no router_id provided IF both service neutron-l3-agent and neutron-server are up, but no router id configured in /etc/neutron/l3_agent.ini, an exception will be raised on DB as """"DBError: IntegrityError"""", because the variable router_ids has a default '' value that doesn't match the DB grammar.      * Check router id is specified in _init_() of l3 when       not using namespace.     * Move part of checking config params actions to new function       _check_config_params()     * Add corresponding unit tests.  Closes-Bug: #1226366  Change-Id: I905f8a4061c5b250782e025681dfefcc41c8c03c """,613,2810,64
975d5a996bcf3e28c572e1c34274c4eab04b46e6,neutron,Sim,train,82,Add support for dealing with 501 errors (notimplemented) This allows us to return NotImplemented() from an extension if the plugin doesn't support a given function.  Change-Id: I73c6dec959aea7b2bde1378222b62e6fc82a5d43,218,3813,106
976de09b55b865f7f4cb9013e9546b430063023e,neutron,Sim,train,88,"""Add port bindings to ports created in Midonet Currently Midokura uses its own script (mm-ctl) to bind ports. However, support for using this script is left out of the nova and neutron projects. This causes confusion and makes deployments unnecessarily complicated for customers using Havana. This fix is to change Neutron to properly set up port bindings to use the """"midonet"""" vif driver when creating a port. Corresponding changes will be submitted to the devstack and Nova projects.  Change-Id: I91f2e4fe7135da0c22fb408081efdc63fff748df Closes-Bug: 1235134 """,562,5863,134
9775fb9d744d2b45f0699f7c2a944719a4cb8936,neutron,Sim,test,82,Correct Intended Audience Correcting the Initial Audience from Developers to System Administrators.  Change-Id: I96fd07d657b9049e035ec33ecddcab8bb09552e3,153,459,13
98b270a789d53145bf5a33e8e1819d6531ebc543,neutron,Sim,train,85,get_network in nvp plugin didn't return subnet information Adds unit test for show network which checks for subnet.  Fixes bug 1061781  Change-Id: I459a1f11a9e4294c31d002c8dbcfde873e43c800,188,1977,40
98e16a06e463bdd83ba617fbb845f8b92852c24a,neutron,Provavelmente não,train,40,add missing comma to supported alias string list Fixes bug: 1222949  Change-Id: Iac7f3b7605149e706e2ea8a30700dccd09f3c57e,121,820,16
991619e64aa2b0c7310469c946123ee2ff0d93e6,neutron,Sim,train,90,Don't force run_tests.sh pep8 only to use -N. Previously running run_tests.sh -p would *always* run outside of the virtual environment. This commit makes -p work equally well with -N (no-virtual-env) and -V (virtual-env).  Change-Id: I214404e85af2122b2ea7330e6496848a1e0d7ddf,275,555,13
9951318dd5ac067a141bab8bd933007e63133591,neutron,Sim,train,78,Corrects error in ml2 rpc log message formatting Change-Id: Ic6f445408ef83c2aa0376c94f395363503412814,101,720,13
9951582d33f57ed53e0a3ece9f1f81623faba032,neutron,Sim,train,85,NVP plugin: configure metadata network only if overlapping IPs are enabled Bug 1152144  This patch also add a warning emitted in the logs at startup if the configuration is not correct.  Change-Id: Idbf10c64f068a71ef1ed9c29a6a0c4e736bb975d,239,1776,31
99f8912283332f76bc20d8094e6dd1187932adc1,neutron,Sim,test,88,"""Prevent floating-ip and ex-gateway ports should prevent net deletion bug 1044331  Old behavior meant that any port with device owner starting with """"network:"""" would be auto-deleted when a network was deleted.  We don't want that behavior for floating IPs or external network gateways. This provides a model where we explicitly list the set of owners that should be auto-deleted.  - Also clean up NetworkInUse message to no longer mention 'attachment', since that is API v1 terminology.  Change-Id: Icb727ae86d490456ec1ebc55cec1bf98ae6490c9 """,543,2766,62
9a15b11794dbf945f0e9b9705ae510d3b378287d,neutron,Sim,train,92,"Validate protocol when creating VIP. Fixes: bug #1123114  When creating a VIP, check that the protocol matches the protocol for the associated pool. If not, raise an exception.  Change-Id: Iba318eda935ccc89dbe8244e00f36ebdfcce65e0",230,3623,74
9a442afbfa409a67b619d0f5d59036143407ab4a,neutron,Sim,train,82,"Update test_router_list to validate the router returned. For unit test test_l3_plugin.L3NatExtensionTestCase.test_router_list, correctly validate the value returned from listing the routers.  Fixes bug 1078150  Change-Id: I5ae559c37f43c1b977065a3508b6efb4375a2c1a",263,844,23
9aac057efd9728dc1e4134e72ffa106445d2fc97,neutron,Sim,train,82,Improve unit test times Revert the change using a temporary file for the database. The sqlalchemy version is updated to >=0.7.8 (this includes fixes for memory leaks).  Change-Id: Ib5d128edfef0f8e0afebaf408f7834fa3de2481a,221,3443,83
9b6297dc01e101c38bf3102bd9993deeb9b8badf,neutron,Sim,train,60,Fix pep8 issues Change-Id: I62674220028274619a9b180542eea716f2660917,68,5178,93
9d226b09c23d8852e4c331b7beb948452c2d93ea,neutron,Sim,train,78,Implements provider network support in PLUMgrid plugin Includes the provider network extension in PLUMgrid plugin PLUMgrid drivers are updated with the new extension data Unit tests are added  Change-Id: Ia7fc011c04d143bdb7fd8f67768a2076be8c5264 Implements: blueprint provider-network-plumgrid,293,4777,102
9eb06332f0292ed4db7b322e483167cb40740d6e,neutron,Sim,train,82,fix nvp version validation for distributed router creation Fix typo on major version. This was not caught during unit tests so adds a few to ensure this does not regress.  Fix bug #1243862  Change-Id: Ie136aaa504939d8ac77dda07e3f955aed8c233f9,242,2724,51
9ed18eb0e1aeb87a43ab44f8b5f6979f084f2845,neutron,Provavelmente sim,train,52,"""Linuxbridge support for L3 agent Fixes bug 1037245  For the linux bridge this changes the generic interface name prefix from """"dhc"""" to """"ns-"""".  Change-Id: I37078dadcbffa7e0b45d1523e7a03bb7c0d36919 """,201,8164,175
9f6ff7e312e6d6ddfc520bcfa8a4f40cf5806845,neutron,Sim,train,90,Change to improve dhcp-agent sync_state Added a pool.waitall to dhcp-agent sync_state to ensure that the last pool of threads are complete before another sync_state begins.  Added another log message to aid in debugging. Also added the test_sync_state_waitall unit test.  Change-Id: I13d79a212672c4086e3082783743cb1ef2b48cfb Closes-Bug: #1257514,345,1648,40
